text,target,cleaned_text
"I went to see this film out of curiosity, and to settle an argument. The film is now best known from the suite of music Sergei Prokofiev extracted from his incidental music to the film, the Troika movement even turning up in pop arrangements. The general outline of the plot is well known from the sleeve notes on various recordings. A clerk accidentally generates a non-existent Lieutenant Kizhe in a list to be presented to the tsar. The tsar is interested in this person, and rather than tell him he doesn't exist, the courtiers and officers maintain the pretence that he is real. Kizhe is exiled to Siberia, recalled, promoted, married, promoted again, dies, is given a state funeral, revealed as an embezzler and posthumously demoted to the ranks.<br /><br />I had heard conflicting stories about how the clerk invented Kizhe, involving ink blots and sneezes, but I'd heard the film was lost, so there was no way to find out what happens. Then the film turned up at the Barbican in London as part of their Prokofiev festival. For the record, it turned out that all that happens is that the clerk confuses two words whilst writing an order and turns Kuzhe into Kizhe. As the tsar is in a hurry to see the order, there's no time to correct the mistake.<br /><br />Having gone expecting an historical curiosity, I was pleasantly surprised. The film is very funny, and the audience, myself included, laughed continuously. Although most of it is filmed straight, set mostly in the palace, there are a few ""trick"" shots where multiple images appear on the screen. For instance, the tsar's army is represented by a small group, repeated across the screen. Four identical guards perform perfect drill in perfect unison. Two identical servants scrub the floor.<br /><br />One slight drawback was it was very difficult to work out who everyone was. There were two women who might have been the tsar's daughters, or a daughter and a servant or something else. And very few people were named. But all in all, an enjoyable film and I'm surprised it's not seen more often.",positive,went see film curiosity settle argument film best known suite music sergei prokofiev extracted incidental music film troika movement even turning pop arrangement general outline plot well known sleeve note various recording clerk accidentally generates nonexistent lieutenant kizhe list presented tsar tsar interested person rather tell exist courtier officer maintain pretence real kizhe exiled siberia recalled promoted married promoted dy given state funeral revealed embezzler posthumously demoted ranksbr br heard conflicting story clerk invented kizhe involving ink blot sneeze would heard film lost way find happens film turned barbican london part prokofiev festival record turned happens clerk confuses two word whilst writing order turn kuzhe kizhe tsar hurry see order time correct mistakebr br gone expecting historical curiosity pleasantly surprised film funny audience included laughed continuously although filmed straight set mostly palace trick shot multiple image appear screen instance tsar army represented small group repeated across screen four identical guard perform perfect drill perfect unison two identical servant scrub floorbr br one slight drawback difficult work everyone two woman might tsar daughter daughter servant something else people named enjoyable film surprised seen often
"Forest of the Damned starts out as five young friends, brother & sister Emilio (Richard Cambridge) & Ally (Sophie Holland) along with Judd (Daniel Maclagan), Molly (Nicole Petty) & Andrew (David Hood), set off on a week long holiday 'in the middle of nowhere', their words not mine. Anyway, before they know it they're deep in a forest & Emilio clumsily runs over a woman (Frances Da Costa), along with a badly injured person to add to their problems the van they're travelling in won't start & they can't get any signals on their mobile phones. They need to find help quickly so Molly & Judd wander off in the hope of finding a house, as time goes by & darkness begins to fall it becomes clear that they are not alone & that there is something nasty lurking in the woods...<br /><br />This English production was written & directed by Johannes Roberts & having looked over several other comments & reviews both here on the IMDb & across the internet Forest of the Damned seems to divide opinion with some liking it & other's not, personally it didn't do much for at all. The script is credited on screen to Roberts but here on the IMDb it lists Joseph London with 'additional screenplay material' whatever that means, the film is your basic backwoods slasher type thing like The Texas Chainsaw Massacre (1974) with your basic stranded faceless teenage victims being bumped off but uses the interesting concept of fallen angels who roam the forest & kill people for reason that are never explained to any great deal of satisfaction. Then there's Stephen, played by the ever fantastic Tom Savini, who is never given any sort of justification for what he does. Is he there to get victims for the angels? If so why did he kill Andrew by bashing his head in? The story is very loose, it never felt like a proper film. The character's are poor, the dialogue not much better & the lack of any significant story makes it hard to get into it or care about anything that's going on. Having said that it moves along at a reasonable pace & there are a couple of decent scenes here.<br /><br />Director Johannes doesn't do anything special, it's not a particularly stylish or flash film to look at. There's a few decent horror scenes & the Tom Savini character is great whenever he's on screen (although why didn't he hear Judd breaking the door down with an axe while escaping with Molly?) & it's a shame when he gets killed off. There are a couple of decent gore scenes here, someone has their head bashed in, there's a decapitation, someone gets shotgun blasted, someone throat is bitten out, someones lips are bitten off & someone is ripped in half. There is also a fair amount of full frontal female nudity, not that it helps much.<br /><br />Technically Forest of the Damned is OK, it's reasonably well made but nothing overly special or eye-catching. This was shot in England & Wales & it's quite odd to see an English setting for a very American themed backwards horror. The acting is generally pretty poor save for Savini who deserves to be in better than this. Horror author Shaun Hutson has an embarrassing cameo at the end & proves he should stick to writing rather than acting.<br /><br />Forest of the Damned was a pretty poor horror film, it seems to have fans out there so maybe I'm missing something but it's not a film I have much fondness for. Apart from one or two decent moments there's not much here to recommend.",negative,"forest damned start five young friend brother sister emilio richard cambridge ally sophie holland along judd daniel maclagan molly nicole petty andrew david hood set week long holiday middle nowhere word mine anyway know deep forest emilio clumsily run woman france da costa along badly injured person add problem van travelling start get signal mobile phone need find help quickly molly judd wander hope finding house time go darkness begin fall becomes clear alone something nasty lurking woodsbr br english production written directed johannes robert looked several comment review imdb across internet forest damned seems divide opinion liking others personally much script credited screen robert imdb list joseph london additional screenplay material whatever mean film basic backwoods slasher type thing like texas chainsaw massacre one thousand , nine hundred seventy four basic stranded faceless teenage victim bumped us interesting concept fallen angel roam forest kill people reason never explained great deal satisfaction stephen played ever fantastic tom savini never given sort justification get victim angel kill andrew bashing head story loose never felt like proper film character poor dialogue much better lack significant story make hard get care anything going said move along reasonable pace couple decent scene herebr br director johannes anything special particularly stylish flash film look decent horror scene tom savini character great whenever screen although hear judd breaking door axe escaping molly shame get killed couple decent gore scene someone head bashed decapitation someone get shotgun blasted someone throat bitten someone lip bitten someone ripped half also fair amount full frontal female nudity help muchbr br technically forest damned ok reasonably well made nothing overly special eyecatching shot england wale quite odd see english setting american themed backwards horror acting generally pretty poor save savini deserves better horror author shaun hutson embarrassing cameo end prof stick writing rather actingbr br forest damned pretty poor horror film seems fan maybe missing something film much fondness apart one two decent moment much recommend"
"This film is probably the worst movie I have watched in a very long time. The acting is so wooden a door could have done a better job. The plot is laughable and shallow and the actual ""rugby"" shown is a far cry from reality. I still don't get the ""haka"" as portrayed in this poor excuse for entertainment. I am not a Kiwi but I do know that the Haka can only be performed by someone of Maori origin and not by an all-American white boy.<br /><br />I am assuming that this was made for the American audience so the shallowness and ""Disney end'"" is excusable but there was hardly any attempt to point out the basic rules of the game apart from the prison side where the main character suddenly takes charge of an American Football game and gets everyone playing rugby instead. The only thing good about this film were the end credits. It would be less painful to spend ninety minutes inserting toothpicks into your eyeballs.",negative,film probably worst movie watched long time acting wooden door could done better job plot laughable shallow actual rugby shown far cry reality still get haka portrayed poor excuse entertainment kiwi know haka performed someone maori origin allamerican white boybr br assuming made american audience shallowness disney end excusable hardly attempt point basic rule game apart prison side main character suddenly take charge american football game get everyone playing rugby instead thing good film end credit would le painful spend ninety minute inserting toothpick eyeball
"This is the kind of film one watches in gape-jawed, horrified silence, and yet continues to watch, mesmerized, as if watching a train wreck in slow motion. And yet, in the back of your mind, thoughts are churning: ""Who on EARTH green-lighted this garbage?""<br /><br />Some of the preceding user comments say things like, ""A good way to introduce children to Laurel and Hardy"" -- an insult to children everywhere. That children would need some sort of training plan to learn to love slapstick comedy shows a profound misunderstanding of the nature of children the world over. Others have commented on the faithfulness of the two stars' characterizations of Laurel and Hardy to which I would respond: so WHAT? One would think that the rash of movie BOMBS based on beloved series (Rocky and Bullwinkle, Avengers, Flipper, Mod Squad, ad nauseam) would have taught Hollywood that there are some things that simply can't be recreated. The films of Laurel and Hardy are readily available on video: why bother with this?<br /><br />As for F. Murray Abraham, a fine actor of stage and screen... well, all I can say is, he must have been in trouble with the IRS.<br /><br />Run, don't walk, away from the television if this trash comes on!",negative,kind film one watch gapejawed horrified silence yet continues watch mesmerized watching train wreck slow motion yet back mind thought churning earth greenlighted garbagebr br preceding user comment say thing like good way introduce child laurel hardy insult child everywhere child would need sort training plan learn love slapstick comedy show profound misunderstanding nature child world others commented faithfulness two star characterization laurel hardy would respond one would think rash movie bomb based beloved series rocky bullwinkle avenger flipper mod squad ad nauseam would taught hollywood thing simply recreated film laurel hardy readily available video bother thisbr br f murray abraham fine actor stage screen well say must trouble irsbr br run walk away television trash come
"""True"" story of a late monster that appears when an American industrial plant begins polluting the waters. Amusing, though not really good, monster film has lots of people trying to get the monster and find out whats going on but not in a completely involving way. Give it points for giving us a giant monster that they clearly built to scale for some scenes but take some away in that it looks like a non threatening puppy. An amusing exploitation film thats enjoyably silly in the right frame of mind. (My one complaint is that the print used on the Elvira release is so poor that it looks like a well worn video tape copy that was past its prime 20 years ago.)",negative,true story late monster appears american industrial plant begin polluting water amusing though really good monster film lot people trying get monster find whats going completely involving way give point giving u giant monster clearly built scale scene take away look like non threatening puppy amusing exploitation film thats enjoyably silly right frame mind one complaint print used elvira release poor look like well worn video tape copy past prime twenty year ago
"I have a question for the writers and producers of ""Prozac Nation"": What is the root cause and what is the solution to the widespread problem of personal depression in America? In the moving performance of Christina Ricci as Liz Wurtzel, the film portrays a young woman with unlimited potential as a Harvard student and as a writer. But this is not a story of success, only one of self-destruction as we watch Liz bring misery into the lives everyone who comes in contact with her. The film examines divorce, family dysfunction, drugs, alcohol, and prescription medication as possible reasons for Liz's unhappiness. But none of those superficial explanations are satisfactory.<br /><br />At some point in the film, it would have been helpful to suggest that Liz needs to take responsibility for her life and her problems. No light was shed on what the film alleged to be a runaway problem in ""The United States of Depression."" In the story, Liz had a caring therapist (Anne Heche), a caring roommate (Michele Williams), a caring boyfriend (Jason Biggs), and a troubled but caring parent (Jessica Lange). In a key scene in the film, Liz is lying in a hospital bed watching the break-up of the space shuttle Challenger. Instead of equating Challenger with Liz's life, the film should have used the image as a starting point for her healing and recovery.<br /><br />This film reminded me of a generic made-for-cable ""victim"" film on the Lifetime network. An excellent cast was wasted, especially in the earnest performance of Christina Ricci. The real-life Elizabeth Wurtzel obviously found within herself the resources to cope with her depression and become a successful author. It is unfortunate that the film could not offer us even the slightest glimpse into her courageous spirit.",negative,question writer producer prozac nation root cause solution widespread problem personal depression america moving performance christina ricci liz wurtzel film portrays young woman unlimited potential harvard student writer story success one selfdestruction watch liz bring misery life everyone come contact film examines divorce family dysfunction drug alcohol prescription medication possible reason lizs unhappiness none superficial explanation satisfactorybr br point film would helpful suggest liz need take responsibility life problem light shed film alleged runaway problem united state depression story liz caring therapist anne heche caring roommate michele williams caring boyfriend jason biggs troubled caring parent jessica lange key scene film liz lying hospital bed watching breakup space shuttle challenger instead equating challenger lizs life film used image starting point healing recoverybr br film reminded generic madeforcable victim film lifetime network excellent cast wasted especially earnest performance christina ricci reallife elizabeth wurtzel obviously found within resource cope depression become successful author unfortunate film could offer u even slightest glimpse courageous spirit
"I saw this movie again as an assignment for my management class. Were to mainly comment on the different management styles and ideas on quality(of the product). I did rent this one back in the eighties and I remember it to be good(but not great)movie. I've always liked Michael Keaton's style and delivery. He was a perfect fit for the movie.<br /><br />I am surprised to see some of the low ratings for this movie. I grant you yes it's no Oscar winner but it does have decent comedic value. It's more of a subtle comedy rather than a all-out comedy farce. I also find some of those that felt this was an inaccurate film on cultural and business differences. I beg to differ. I grant you again that there are a lot of generalities and dramatizations but then again this is Hollywood film not a documentary. From what I've read about differences between Automakers on both sides of the Pacific at that time many of the principle ideas were accurate for the time.<br /><br />Some of the basic differences were that Japanese workers made to feel as part of the company as a whole. Teamwork was emphasized. They perhaps made the company above all else. Where American workers had more of a management verses labor type of relationship. The individual was more important than the company. I'll probably get some hate email over that comment I'm sure.<br /><br />Another difference was how quality was viewed and whose responsibility it was to fix. In many Japanese plants defects or problems are examined and fixed at the time it is discovered. Rather as one character in the movie put it ""it was the dealers(meaning car dealer) problem"".<br /><br />Many of these things are probably dated but I'm sure some are still around as many US car makers are still struggling to keep up with the Japanese. If one is more interested in the subject of American, European and Japanese automakers I can recommend a book that studies this subject in more detail and was done around the same time period. The book is called ""The machine that changed the world"" by James Womack, Daniel Jones and Daniel Roos. It's about a study of automakers during and before the time period that this movie covers. Parts are bit dry but I think you'll find that it backs up much the movie also.",positive,saw movie assignment management class mainly comment different management style idea qualityof product rent one back eighty remember goodbut greatmovie always liked michael keaton style delivery perfect fit moviebr br surprised see low rating movie grant yes oscar winner decent comedic value subtle comedy rather allout comedy farce also find felt inaccurate film cultural business difference beg differ grant lot generality dramatization hollywood film documentary read difference automaker side pacific time many principle idea accurate timebr br basic difference japanese worker made feel part company whole teamwork emphasized perhaps made company else american worker management verse labor type relationship individual important company probably get hate email comment surebr br another difference quality viewed whose responsibility fix many japanese plant defect problem examined fixed time discovered rather one character movie put dealersmeaning car dealer problembr br many thing probably dated sure still around many u car maker still struggling keep japanese one interested subject american european japanese automaker recommend book study subject detail done around time period book called machine changed world james womack daniel jones daniel roos study automaker time period movie cover part bit dry think find back much movie also
"This is, without a doubt, one of my favorite Columbo episodes ever. The acting is very well done, the music is very catchy, the script is ingenious, and the direction is fabulous.<br /><br />Peter Falk, who acts brilliantly in every Columbo episodes, acts particularly well in this episode.<br /><br />Also, great performances from Stephen Caffrey, Gary Hershberger, Alan Fudge and Robert Culp.<br /><br />The ending is absolutely brilliant and I love the way Columbo describes it.<br /><br />This is a Columbo movie that WON'T, go amiss.",positive,without doubt one favorite columbo episode ever acting well done music catchy script ingenious direction fabulousbr br peter falk act brilliantly every columbo episode act particularly well episodebr br also great performance stephen caffrey gary hershberger alan fudge robert culpbr br ending absolutely brilliant love way columbo describes itbr br columbo movie wont go amiss
Another wonderful Patterson book made into an incredibly awful movie. If the big budget movies don't work then why make a low budget made for t.v. movie that's 10 times worse! I am desperate for a good movie that will do ONE of his books justice!,negative,another wonderful patterson book made incredibly awful movie big budget movie work make low budget made tv movie ten time worse desperate good movie one book justice
"Leland follows the story of Leland P. Fitzgerald (Ryan Gosling), a disaffected teenager who has apparently murdered a severely retarded peer, the brother of a girl he was dating. The issue is not whether he did it or not  Leland admits to it, straight away  but rather, why. Interestingly, rather than a crime drama, Leland becomes a character story, examining why people do what they do  not necessarily the easiest ground to till.<br /><br />And Leland features the required indie group of screwed-up people. Aside from the title character, there's also Pearl (Don Cheadle), who is his teacher at the juvenile correctional facility and who sees straight off that Leland is different. We meet Leland's distant and egotistical father (Kevin Spacey in an extended cameo), who never seems emotionally stirred in any way by what his son did. But the real flavorings come out when we immerse ourselves in the Pollards, the family of the retarded child. First, there's Leland's girlfriend Becky (Jena Malone), a drug addict who can't keep herself clean; her sister Julie (Michelle Williams), perhaps the most normal person in the film, who merely seeks to get away from it all; and Allen Harris (Chris Klein), a young man who lives with the Pollards and is Julie's boyfriend. Lastly, there's Ryan (Michael Welch), whom all the others call goofball, who cannot communicate and seems barely aware of his surroundings.<br /><br />Leland focuses primarily on its eponymous protagonist, but the movie slowly  occasionally too slowly  burrows into everyone's lives, asking the chief question, why do people do what they do? While Leland discusses it openly in a journal Pearl allows him to keep, examining notions of good and bad and personal responsibility, all the characters at some point in the film face a moment where they must make the fundamental choice of their own happiness or another's, perhaps the most basic choice any human can make. And the movie takes a good look at what goes into those choices, and the consequences of them.<br /><br />In the beginning of the film, you're simply struck by the depth of the cast. Spacey. Cheadle. Gosling. Michelle Williams. Even Chris Klein  these are people who for the most part tend to elevate any film they are in, and putting them all together makes for a heady brew. For a space in the middle the film seems to stall, sputtering along as it unfolds; it looks for a while as if it will be content merely to ask questions and not supply any answers. But when we arrive at the home stretch and the movie starts to hit its stride and come together, Leland becomes a quietly powerful piece of film-making. Leland's explanation of the world and his actions, in the end, bring every story into focus, and all the investment you've made in the film pays off.<br /><br />Saying Ryan Gosling is excellent is like saying a sunny day is nice. At this point in his career it's redundant  this is one of the finest young actors working today, and it is a pleasure to watch him craft what could have been an unlikable character into a thought-provoking protagonist. Gosling employs such subtlety here that it hardly seems like acting; he has to face off most of the film opposite Don Cheadle, whom we know has the goods, and he not only holds his own, he elevates Cheadle's game as well. Cheadle himself is in top notch form, imbuing Pearl with a fully-rounded humanity  for good and bad. Spacey is kind of one-note, but that's the character, and he handles it excellently. I was surprised by Chris Klein; with this level of acting, I thought he would be buried in the mix, but he gives probably the turn of his career so far. Terrific work all around.<br /><br />Leland is a bit of a downer, and again, it's draggy in spots. But it finishes strongly and leaves a lasting impact on the viewer (on this one, anyway). There's also a subtle commentary on racism in the film (in Leland's first day in juvenile hall class, he's the only white person in the room) that, like much of the movie, is very effectively handled. I wouldn't go so far as to call this required viewing  some might find it too slow or too odd  but I thought it was one of the better films I've seen in a while, far stronger and more satisfying than most fare out there. I'd recommend it  with the above caveats  if for no other reason than to watch Gosling further perfect his craft.",positive,leland follows story leland p fitzgerald ryan gosling disaffected teenager apparently murdered severely retarded peer brother girl dating issue whether leland admits straight away rather interestingly rather crime drama leland becomes character story examining people necessarily easiest ground tillbr br leland feature required indie group screwedup people aside title character also pearl cheadle teacher juvenile correctional facility see straight leland different meet lelands distant egotistical father kevin spacey extended cameo never seems emotionally stirred way son real flavoring come immerse pollard family retarded child first lelands girlfriend becky jena malone drug addict keep clean sister julie michelle williams perhaps normal person film merely seek get away allen harris chris klein young man life pollard july boyfriend lastly ryan michael welch others call goofball communicate seems barely aware surroundingsbr br leland focus primarily eponymous protagonist movie slowly occasionally slowly burrow everyones life asking chief question people leland discus openly journal pearl allows keep examining notion good bad personal responsibility character point film face moment must make fundamental choice happiness anothers perhaps basic choice human make movie take good look go choice consequence thembr br beginning film simply struck depth cast spacey cheadle gosling michelle williams even chris klein people part tend elevate film putting together make heady brew space middle film seems stall sputtering along unfolds look content merely ask question supply answer arrive home stretch movie start hit stride come together leland becomes quietly powerful piece filmmaking lelands explanation world action end bring every story focus investment made film pay offbr br saying ryan gosling excellent like saying sunny day nice point career redundant one finest young actor working today pleasure watch craft could unlikable character thoughtprovoking protagonist gosling employ subtlety hardly seems like acting face film opposite cheadle know good hold elevates cheadles game well cheadle top notch form imbuing pearl fullyrounded humanity good bad spacey kind onenote character handle excellently surprised chris klein level acting thought would buried mix give probably turn career far terrific work aroundbr br leland bit downer draggy spot finish strongly leaf lasting impact viewer one anyway also subtle commentary racism film lelands first day juvenile hall class white person room like much movie effectively handled would go far call required viewing might find slow odd thought one better film seen far stronger satisfying fare would recommend caveat reason watch gosling perfect craft
VHS - I have watched this over and over and LOVED every minute of it so much so I have now ordered the DVD I only wished the film could have lasted longer. I never worry about what other people think I prefer to make my own mind up and entirely disagree with the negative comments and will not let others spoil my enjoyment of the film whatsoever. Make up your own mind and don't let others put you off! I have all Jane Austen's BBC series but this is my FAVOURITE. I see there is to be a NEW Northanger Abbey released in 2007 which I will buy when it comes out but it will not stop me watching Northanger Abbey released in the 80's.,positive,vhs watched loved every minute much ordered dvd wished film could lasted longer never worry people think prefer make mind entirely disagree negative comment let others spoil enjoyment film whatsoever make mind let others put jane austen bbc series favourite see new northanger abbey released two thousand seven buy come stop watching northanger abbey released 80
"I'm not great at writing reviews, so I'll just spout my opinions...<br /><br />I loved this series at first. The adventure, the action, the comedy, the drama... I thought it was all brilliant. Anderson, Tapping, Shanks, Judge, Davis... I loved them all. Davis, it seemed, was the fifth-most important person in the cast. Not a big deal. But when his character (General Hammond) left at the end of the seventh season, and Anderson's character (Colonel O'Neill) moved from the field to the office, the quality of the series suddenly fell off a cliff. I don't know whether it's because Hammond was more important that I realized or what, but for some reason, after the seventh season, the series turned to ****.<br /><br />The first seven seasons, though, were awesome. The movie Stargate seemed mediocre the first time I saw it, but it turned out to be, even if this wasn't the original intention, a brilliant setup to the series. I recommend that you watch the movie first, then watch the first season of the TV series, then watch the movie again (you'll have a whole new appreciation of it the second time around, believe me), and then watch the rest of the TV series.<br /><br />The last three seasons of the series aren't nearly as good as the first seven, but that doesn't mean they aren't good. It just means they're a letdown if you've gotten spoiled by the first seven seasons.<br /><br />After you have finished this series, be sure to watch the spin off series, Stargate: Atlantis. It is a worthy successor to this brilliant series.<br /><br />EDIT on 7-18-08: I just found out that Don S. Davis died a few weeks ago. It is a great loss.",positive,"great writing review spout opinionsbr br loved series first adventure action comedy drama thought brilliant anderson tapping shank judge davis loved davis seemed fifthmost important person cast big deal character general hammond left end seventh season anderson character colonel oneill moved field office quality series suddenly fell cliff know whether hammond important realized reason seventh season series turned br br first seven season though awesome movie stargate seemed mediocre first time saw turned even original intention brilliant setup series recommend watch movie first watch first season tv series watch movie youll whole new appreciation second time around believe watch rest tv seriesbr br last three season series nearly good first seven mean good mean letdown gotten spoiled first seven seasonsbr br finished series sure watch spin series stargate atlantis worthy successor brilliant seriesbr br edit seventy one thousand , eight hundred eight found davis died week ago great loss"
"OK, anyone who could honestly say that this movie was Great or even Good is either delusional or knows the Director, Writer and Producers and is trying to boost the buzz on this film. I watched the movie because a friend of mine worked on it and it was Horrible. I'm an actress and have worked in the industry for a while now on big films and even independents and this movie bored me to tears. The reason I'm being so harsh is because this film was clearly a different take on ""Of Mice and Men"" and they should sue because it is such a horrible rip-off of the story. In an industry where Hollywood seems to be creatively bankrupt...for someone to take a classic book and film ""Of Mice and Men"" and destroy it with a new spin bugs me so much. The actors, the accents, the dialog and the direction were amateurish and the writing was dismal. I mean if your going to take a new spin on an existing story make sure its just as good or better than the original to make the new spin justified. Did not like this movie at all.",negative,ok anyone could honestly say movie great even good either delusional know director writer producer trying boost buzz film watched movie friend mine worked horrible actress worked industry big film even independent movie bored tear reason harsh film clearly different take mouse men sue horrible ripoff story industry hollywood seems creatively bankruptfor someone take classic book film mouse men destroy new spin bug much actor accent dialog direction amateurish writing dismal mean going take new spin existing story make sure good better original make new spin justified like movie
"On the heels of the well received and beloved coming of age film classic ,concerning the lives of teenagers as they headed into adulthood, George Lucas' American Graffiti, we have Cooley High. An adaptation of sorts by one Eric Monte, co creator of the popular 1970's CBS sitcom Good Times.<br /><br />Cooley High was, and is, viewed as a black version of American Graffiti.Instead of central California ,as in American Graffiti, we have the black slum of Chicago's Cabrini Green as the backdrop for the story here. Instead of America in 1962 Cooley High is situated in 1964.The movie stars Welcome Back Kotter's ,Lawrence Hilton Jacobs and Glynn Turman as the movie main protagonists and its' main characters. It has Garrett Morris playing the principal who tries to keep Jacobs' and Turman's characters,named Coceise and Preach, out of trouble a great deal of the time.<br /><br />You know, I would like to say that Cooley High is a worthy comparison piece to American Graffiti or that it is a great film on its' own but I can't. The problem lies with the fact that the producers of the film couldn't or wouldn't hide the sad underside of black life in America.Having the film in the Cabrini Green part of Chicago doesn't help things.<br /><br />Neither does the crass gross attempts at humor here. When Coceise is looking for a letter of intent from a college he finds his little brother has thrown down a toilet. When the gang visits the Chicago Zoo, one of the gang named Pooter, has manure thrown on him by an ape. When the Turman's character,Preach, is being chased by two hoodlums in the school hangout(A dirty and depressing place to eat food in much less meet people at), he opens the door of the girls' bathroom while a girl is relieving herself as he escapes through the window of the same bathroom! The high school, the homes of the characters, the bathrooms, just about everywhere in the film displays the unfortunate look of urban decay and poverty.<br /><br />If that wasn't enough there was the rough display of humor in the film. The use of violence and profanity in the film. Cooley High may be an coming of age film ,but it is a hard and rough coming of age film with little or none of the wit and liking of the use of nostalgia that made people like and appreciate American Graffiti so much.<br /><br />Motown Records had a hand in making the film. The company's music was part of the film's soundtrack. But even here you get a sense of same old same old as one has heard these songs before a million times over. Not that they weren't great songs within themselves but black music,of that time period was more than just Motown.Especially in Chicago. The song nearing the end of the movie, by the Spinners' G.C. Cameron, was not all that impressive. There have been better Motown ballads that have been done, by better Motown artists than Cameron without question.<br /><br />The last part of the film showing where the characters went to pay homage to the film Cooley High aimed to be ,American Graffiti. It shows that Preach,an intelligent but underachieving student went to Hollywood and became a successful television writer. Eric Monte may have patterned himself as Turman's character. The last shot of film show's Preach running away from Coceise's funeral ,held on a dark rainy afternoon, and all the bleakness that Cooley High came to represent. Eric Monte ,through Preach and that final scene, had one little lesson for all of us when watching Cooley High and for the love of the past. Don't look back.",negative,"heel well received beloved coming age film classic concerning life teenager headed adulthood george lucas american graffiti cooley high adaptation sort one eric monte co creator popular 1970s cbs sitcom good timesbr br cooley high viewed black version american graffitiinstead central california american graffiti black slum chicago cabrini green backdrop story instead america one thousand , nine hundred sixty two cooley high situated 1964the movie star welcome back kotters lawrence hilton jacob glynn turman movie main protagonist main character garrett morris playing principal try keep jacob turmans charactersnamed coceise preach trouble great deal timebr br know would like say cooley high worthy comparison piece american graffiti great film cant problem lie fact producer film could would hide sad underside black life americahaving film cabrini green part chicago help thingsbr br neither crass gross attempt humor coceise looking letter intent college find little brother thrown toilet gang visit chicago zoo one gang named pooter manure thrown ape turmans characterpreach chased two hoodlum school hangouta dirty depressing place eat food much le meet people open door girl bathroom girl relieving escape window bathroom high school home character bathroom everywhere film display unfortunate look urban decay povertybr br enough rough display humor film use violence profanity film cooley high may coming age film hard rough coming age film little none wit liking use nostalgia made people like appreciate american graffiti muchbr br motown record hand making film company music part film soundtrack even get sense old old one heard song million time great song within black musicof time period motownespecially chicago song nearing end movie spinner gc cameron impressive better motown ballad done better motown artist cameron without questionbr br last part film showing character went pay homage film cooley high aimed american graffiti show preachan intelligent underachieving student went hollywood became successful television writer eric monte may patterned turmans character last shot film show preach running away coceises funeral held dark rainy afternoon bleakness cooley high came represent eric monte preach final scene one little lesson u watching cooley high love past look back"
"A River Runs Through It is based on the true story of two fly fishing brothers, Norman and Paul, (Brad Pitt and Craig Sheffer) whose Reverend father (Tom Skerritt) is a strict man whose two passions are his faith and fly fishing, - and, for him and his sons, there is a fine line between the two. This story describes the slow progression of the brothers' lives and how their lives separate on two different paths. It is a touching movie narrated by the director, Robert Redford, playing the elderly Norman and reflecting on times long gone and people long dead.<br /><br />Certain themes recur in the movie, such as memory, death, eternity, and dreams. Most of these themes revolve around the almost tragic hero of Paul. He is a capable, charming, and brave man, but has his fatal flaws.<br /><br />The closing lines sum up the ""point"" of the movie: ""Then in the Arctic half-light of the canyon, all existence fades to a being with my soul and memories and the sounds of the Big Blackfoot River and a four-count rhythm and the hope that a fish will rise. Eventually, all things merge into one, and a river runs through it. The river was cut by the world's great flood and runs over rocks from the basement of time. On some of those rocks are timeless raindrops. Under the rocks are the words, and some of the words are theirs. I am haunted by waters.""",positive,river run based true story two fly fishing brother norman paul brad pitt craig sheffer whose reverend father tom skerritt strict man whose two passion faith fly fishing son fine line two story describes slow progression brother life life separate two different path touching movie narrated director robert redford playing elderly norman reflecting time long gone people long deadbr br certain theme recur movie memory death eternity dream theme revolve around almost tragic hero paul capable charming brave man fatal flawsbr br closing line sum point movie arctic halflight canyon existence fade soul memory sound big blackfoot river fourcount rhythm hope fish rise eventually thing merge one river run river cut world great flood run rock basement time rock timeless raindrop rock word word haunted water
"4 out of 10.<br /><br />This film was neither funny as a whole nor was it even worthing investing any kind of emotion into the characters. Eugene Levy is probably the most funny.... The rest of the cast do their jobs, but the story never really gets very deep and there are a lot of holes in the plot that never get filled. This just wasn't very much fun, despite being funny at times.<br /><br />",negative,four 10br br film neither funny whole even worthing investing kind emotion character eugene levy probably funny rest cast job story never really get deep lot hole plot never get filled much fun despite funny timesbr br
