text,target,probs,cleaned_text
"Maybe the best part of the show is the fact that it creeps up right after Conan O'Brien and Late Night's fans are all of a sudden unsuspectingly watching Carson's show. Carson Daly can't hold a candle to Leno, Letterman, O'Brien or any other late night talk show host, and Last Call seems to miss more than hit in this hit and miss genre. The shows only redeeming quality is that it's so short. But, I wouldn't call it crap. Carson Daly is sincere and doesn't hide the fact that his show isn't great(that honesty is actually helpful here), while some of Last Call's skits and material seem to be stolen, they still find the mark sometimes. Actually, some of Carson's montages have been quite entertaining, and the skits occasionally have their moments of decent comedy.<br /><br />As an interviewer, Carson is okay, even with only one guest, not exactly late night material but still above the level attained by a high school AV team. However, he doesn't have the quick wit that makes Conan so hilarious. I do not like his musical guests, but that's more because I am not a fan of that kind of music so, I'm not holding it against him.<br /><br />On to the house band. I don't know Joe Firstmans band and wouldn't compare them to the CBS Orchestra, the Tonite Show Band with Kevin Eubanks or the Max Weinberg 7. Even Cleeto and the Cleetones are better. But, Firstmans band mates do still the show in my opinion. Especially the Alto Sax player that sometimes shows up (he has long dark hair and sunglasses and is always playing in the upper register), if anything, watch the show for him, I do.<br /><br />In summary, this show isn't even worth a full bag of kibble n' bits. But it does have an audience, and appeals more to the younger ""mtv generation"". If you don't have cable and are up at 1:37 am, there really isn't much more to choose from and, surprise surprise, there is worse out there in that time frame. So, if you're waiting for Poker After Dark to come on, 30 minutes of Last Call wont kill you during the wait.",negative,0.530027017,maybe best part show fact creep right conan obrien late night fan sudden unsuspectingly watching carson show carson daly hold candle leno letterman obrien late night talk show host last call seems miss hit hit miss genre show redeeming quality short would call crap carson daly sincere hide fact show greatthat honesty actually helpful last call skit material seem stolen still find mark sometimes actually carson montage quite entertaining skit occasionally moment decent comedybr br interviewer carson okay even one guest exactly late night material still level attained high school av team however quick wit make conan hilarious like musical guest fan kind music holding himbr br house band know joe firstmans band would compare cbs orchestra tonite show band kevin eubanks max weinberg seven even cleeto cleetones better firstmans band mate still show opinion especially alto sax player sometimes show long dark hair sunglass always playing upper register anything watch show dobr br summary show even worth full bag kibble n bit audience appeal younger mtv generation cable one hundred thirty seven really much choose surprise surprise worse time frame waiting poker dark come thirty minute last call wont kill wait
"This is a better-than-average entry in the Saint series - It holds your interest and, as mysteries should, keeps you guessing until the end and has several suspects to choose from.<br /><br />Many films from the Golden Age are not for all tastes, especially younger viewers. They date themselves by clothing, cars, settings, etc. Who nowadays asks for a highball? Or wears a suit and tie everywhere? And the legal process was so much simpler - must have been a dearth of lawyers back then. Frankly, much of value is missing from those days.<br /><br />In any case, go with it and enjoy. It's good - in an old-fashioned sense.",positive,0.615771624,betterthanaverage entry saint series hold interest mystery keep guessing end several suspect choose frombr br many film golden age taste especially younger viewer date clothing car setting etc nowadays asks highball wear suit tie everywhere legal process much simpler must dearth lawyer back frankly much value missing daysbr br case go enjoy good oldfashioned sense
"I am so glad that i got a chance to see this rare little gem of a movie. I saw it at an independent film festival, so don't expect it to come to your town anytime soon. During the film, i noticed about 10 people get up and walk out. Too bad for them (down here in the south, folks don't like having to read subtitles). The movie starts out slow, but is so rich in dialogue that i never felt bored. When the action finally arrives, i found myself glued to the screen as if i were riding a roller coaster.<br /><br />I also got a big kick of the Chapter Titles appearing before the chapters, especially the ones that introduce the characters as they appear on screen. It reminded me of Zelda (Ocarina of Time) when you face level bosses.<br /><br />If this is the future of ""video game/comic book"" movies, then i welcome it.",positive,0.636932414,glad got chance see rare little gem movie saw independent film festival expect come town anytime soon film noticed ten people get walk bad south folk like read subtitle movie start slow rich dialogue never felt bored action finally arrives found glued screen riding roller coasterbr br also got big kick chapter title appearing chapter especially one introduce character appear screen reminded zelda ocarina time face level bossesbr br future video gamecomic book movie welcome
"OH MY GOD! After having such a promising start, Critters 2 reiterated the Karmic rule of what goes around comes around. Clearly, very few things were thought out when this movie was made, and what was up with Scott Grimes wearing an earing! This should have been the last expedition into the Critters saga, but more garbage was on its way. This was the big reason why I didn't watch Critters 3, and why is every bad film series has to have an episode in space? (Critters, Friday the 13th, Leprechaun in Space, Hellraiser, etc.)",negative,0.842430739,oh god promising start critter two reiterated karmic rule go around come around clearly thing thought movie made scott grime wearing earing last expedition critter saga garbage way big reason watch critter three every bad film series episode space critter friday 13th leprechaun space hellraiser etc
"I won't waste your time by describing the plot for this, the other reviewer already did this quite well. I will however give you my opinion of this movie. This movie is basically anti japanese propoganda. The japanese are portrayed as incredably evil b**tards who have respect for nothing, as well as having very poor martial arts skills (groups of japanese men get there asses kicked by single women on more than one occasion.) The fact that the japanese fighters lose almost every (if not every) fight in the movie kind of takes away the suspense. The plot is actually quite solid and perfect for a kung fu movie though. The problem lies in the fact that there's not much fighting. When there are fights some of the fighting is quite good, but other scenes are choreographed badly. One scene angela mao takes on six japanese in a church and kicks all their asses. The problem is they show her fighting them one by one when they're all supposed to be attacking at the same time. I gather this movie was incredably cheap considering how cheap some of the sets are. They use the same village set for when they are in korea and when they are in china without changing it at all. Some scenes are filmed at real locations though, and they look good. Overall the only real problem with the movie is it's slow moving and uninteresting plot. Since there are few fight scenes we have to rely on the plot for entertainment and, well, I wasn't entertained.<br /><br />one and a half stars out of four",negative,0.714600329,waste time describing plot reviewer already quite well however give opinion movie movie basically anti japanese propoganda japanese portrayed incredably evil btards respect nothing well poor martial art skill group japanese men get ass kicked single woman one occasion fact japanese fighter lose almost every every fight movie kind take away suspense plot actually quite solid perfect kung fu movie though problem lie fact much fighting fight fighting quite good scene choreographed badly one scene angela mao take six japanese church kick ass problem show fighting one one supposed attacking time gather movie incredably cheap considering cheap set use village set korea china without changing scene filmed real location though look good overall real problem movie slow moving uninteresting plot since fight scene rely plot entertainment well entertainedbr br one half star four
"I saw this movie at the Philadelphia Film Festival today and enjoyed it overall. It is an interesting and adept analysis of the all-too-common revelation that our parent's marriage was more flawed and difficult than we originally imagined. In addition, this movie is an excellent example of process of discovering truths about our parent's lives after their death and the issues associated with that. However, i found the sound quality (recording and editing) to be relatively poor and annoying. *** It may very well have been related to the specific theater and projection conditions *** i am not a film maker / student or anything and claim no real understanding of the sound production process, but as a consumer, i found the audio portion of the movie distracting. Specifically, i heard very unpleasant lip smacking noises through out (especially one long interview with the younger sister) the film, and often the background noise level was higher in volume than people's voices (for example the scene when a small group was sorting through the mothers papers). has anyone else seen this movie, noticed anything about the sound... thanks",positive,0.539408397,saw movie philadelphia film festival today enjoyed overall interesting adept analysis alltoocommon revelation parent marriage flawed difficult originally imagined addition movie excellent example process discovering truth parent life death issue associated however found sound quality recording editing relatively poor annoying may well related specific theater projection condition film maker student anything claim real understanding sound production process consumer found audio portion movie distracting specifically heard unpleasant lip smacking noise especially one long interview younger sister film often background noise level higher volume people voice example scene small group sorting mother paper anyone else seen movie noticed anything sound thanks
"When the movie ""The Cure"" starts, we find out about a young man named Erik (Brad Renfro). Erik is a teenage boy living with his paranoid mother, and living next door to him is a young boy named Dexter (Joseph Mazello). One day, Erik and Dexter connect and head up to the supermarket, where Dexter gets his first taste of Butterfinger. When Erik learns out that Dexter has AIDS, he tries leaves-and-water tea to make it better. But when the front cover of The National Enquirer says a New Orleans doctor has found the cure for AIDS, the two boys will stop at nothing to get to New Orleans for the cure.<br /><br />In my opinion, ""The Cure"" is easily one of the best friendship movies ever made. It shows unconditional love between a boy, his (new) best friend, and his best friend's mom. Everything is so well done, nothing needs to be changed. Not only do I give this a 10/10 for being a fantastic friendship movie, but it also is a sad, but humorous, and fun AIDS movie. And the tragic finale with Dexter's contraction of AIDS is enough to make me shed a tear. Very well done.",positive,0.746291574,movie cure start find young man named erik brad renfro erik teenage boy living paranoid mother living next door young boy named dexter joseph mazello one day erik dexter connect head supermarket dexter get first taste butterfinger erik learns dexter aid try leavesandwater tea make better front cover national enquirer say new orleans doctor found cure aid two boy stop nothing get new orleans curebr br opinion cure easily one best friendship movie ever made show unconditional love boy new best friend best friend mom everything well done nothing need changed give one thousand ten fantastic friendship movie also sad humorous fun aid movie tragic finale dexters contraction aid enough make shed tear well done
"- The Best Bit : When the dull mobster (Nicholas Turturro) calls out to the runaway (Matthew Modine) ""Shane !.. Come Back Shane !"" and when the older wise guy asks him ""What Are You Doing ?!"" he replays simply ""Enjoying My Time !"" Actually like me at the moment ! <br /><br />- The Most Creepy Part : I've been wondering all the time of watching : where did I see that girl before ? where ? where ? Till I found out while the closing credits.. OHH MY GOD ! She's (Elizabeth Berkley) .. From the showgirls' fiasco ! But I just couldn't recognize her with her clothes on ! To tell you the truth I felt a brief tremor. She's really cute and nice but maybe Hollywood had no mercy at all ! <br /><br />- The Most Sexy Bit : When (Berkley) says ""Do You Mean The Stuff Which Gives You A Boner ?!"". <br /><br />- The Most Dull Thing : The retarded assistant after a day and a night in the back of the car is still alive and healthy at the end !!??, moreover the Mexican smuggler took 3 bullets (at the same car !) and he's not dead either !!?? <br /><br />- The Most Ugly Thing : All of those murdered people, as well as the numerous (F) ward to a boring extent ! <br /><br />- The Most Beautiful Thing : The crazy clever script with all the funny characters and the tumultuous situations, the acting looked sweet also especially from (Paul Rodriguez) who stole the show for (as he had the best dialogue Also !). <br /><br />- The Most Disappointing Thing : Although the direction didn't mess about the story's wittiness at all but in the same time it didn't give it a unique touch, a matchless signature, some kind of insane hilarity like the one in the story itself. However maybe the low production wronged it well ! And of course the easy tasteless music which could be like that because of cheap production too ! <br /><br />- The Most Confusing Part : (Matthew Modine) is a talented guy but what did he do exactly to be out of Hollywood's ""A"" list of stars ?! What could possibly be the thing he made (or didn't make !) to end up in light independent jest like (The Shipment) ?!! <br /><br />- The Most Absent Scene : Where did (Jose) the Mexican smuggler go at last ?! I thought that we'll see him again at the end, smuggling once more as the surviving little criminal who, in a brief gimmick like this, could materialize the continuous disorder of such a world. <br /><br />- The Most Question I had After The End : When we'll see (The Shipment - 2) ? As I'm so eager to see that fine small comic hurly-burly atmosphere again ! <br /><br />These were my own answers. If you interested in giving answers of your own for this questionnaire, please E-Mail me.",negative,0.677360125,best bit dull mobster nicholas turturro call runaway matthew modine shane come back shane older wise guy asks replay simply enjoying time actually like moment br br creepy part wondering time watching see girl till found closing credit ohh god elizabeth berkley showgirl fiasco could recognize clothes tell truth felt brief tremor really cute nice maybe hollywood mercy br br sexy bit berkley say mean stuff give boner br br dull thing retarded assistant day night back car still alive healthy end moreover mexican smuggler took three bullet car dead either br br ugly thing murdered people well numerous f ward boring extent br br beautiful thing crazy clever script funny character tumultuous situation acting looked sweet also especially paul rodriguez stole show best dialogue also br br disappointing thing although direction mess story wittiness time give unique touch matchless signature kind insane hilarity like one story however maybe low production wronged well course easy tasteless music could like cheap production br br confusing part matthew modine talented guy exactly hollywood list star could possibly thing made make end light independent jest like shipment br br absent scene jose mexican smuggler go last thought see end smuggling surviving little criminal brief gimmick like could materialize continuous disorder world br br question end see shipment two eager see fine small comic hurlyburly atmosphere br br answer interested giving answer questionnaire please email
"The riddle as a concept is an interesting idea, but i'm afraid is miscast, Vinnie if given the Hard man role is his element as in Lock Stock and Snatch. In this movie Vinnie plays a Newspaper sports writer (greyhounds to be precise),who during the course of the movie is easily is beaten up with ease and bundled over a balcony by a man who 10-15 years his senior. I'm sorry Vinnie is tough looks tough and has so to cast him like this is foolish. Trying to investigate the double murders of a friend and a drug addict found near the Thames. He takes on the role of policeman, whilst the real police are bit part players, interceeding with flashbacks from Charles Dickens.<br /><br />When Vinnie is on screen his reputation precedes him he looks tough but does'nt in this part need act tough, snarling at the camera in parts. If you watch the Mean Machine, he is perfectly cast, and believable and does a very decent performance. <br /><br />Getting back to the movie what confuses the matter somewhat is the flashback to Charles Dickens who is narrating a different story with characters who are also appear in present day, these two stories are it appears unrelated apart from the same actors are used. <br /><br />The sound on the movie especially from Julie Cox is inaudible at times, and not really fleshed out what her role in the movie is short of Vinnies Love interest, she starts the film as a Detecive, but quickly becomes the Girlfriend.<br /><br />The Death of the Prostitute is sort of answered but yet/not answered . Strip out the Charles Dickens stuff and you may have a decent movie.<br /><br />Vinnie, is slowly becoming Britans Steven Segal, stick to the supporting actor role, your'e quite good at it.",negative,0.78159039,riddle concept interesting idea afraid miscast vinnie given hard man role element lock stock snatch movie vinnie play newspaper sport writer greyhound precisewho course movie easily beaten ease bundled balcony man one thousand fifteen year senior sorry vinnie tough look tough cast like foolish trying investigate double murder friend drug addict found near thames take role policeman whilst real police bit part player interceeding flashback charles dickensbr br vinnie screen reputation precedes look tough doesnt part need act tough snarling camera part watch mean machine perfectly cast believable decent performance br br getting back movie confuses matter somewhat flashback charles dickens narrating different story character also appear present day two story appears unrelated apart actor used br br sound movie especially julie cox inaudible time really fleshed role movie short vinnies love interest start film detecive quickly becomes girlfriendbr br death prostitute sort answered yetnot answered strip charles dickens stuff may decent moviebr br vinnie slowly becoming britans steven segal stick supporting actor role youre quite good
"Well, i must admit, when i saw the trailer for this movie, i was looking forward to it. I am generally a fan of light hearted romantic comedies and from the trailer, thats the impression i got of this movie. However, i spent most of the movie waiting for the comedy to begin. Although there were a couple of amusing scenes, in general the outlook of the movie was quite depressing.<br /><br />I also found it difficult to fall in love with any of the characters as they all seemed a little underdeveloped, the time which the director could have used exploring the characters taken up by a needless overuse of Opera, making the movie feel dragged out and slow.<br /><br />All in all, although there are some touching scenes, the trailer is quite deceptive and i would only suggest you go watch this if there is really nothing else that tickles your fancy.<br /><br />Not fantastic, and as i have said before; Bland.",negative,0.633743225,well must admit saw trailer movie looking forward generally fan light hearted romantic comedy trailer thats impression got movie however spent movie waiting comedy begin although couple amusing scene general outlook movie quite depressingbr br also found difficult fall love character seemed little underdeveloped time director could used exploring character taken needle overuse opera making movie feel dragged slowbr br although touching scene trailer quite deceptive would suggest go watch really nothing else tickle fancybr br fantastic said bland
"Although the acting was excellent, I spent the whole movie waiting for the nasty boy who caused so much grief to so many of the characters, get his final nemesis, and instead everyone else suffered except him and he gets the job of the husband whose wife's death he causes by running away from his friends, wins the girl he gave an overdose to and tried to rape. Even his friend gives money to his father, but the butterfly effect completely fails to return to its cause.<br /><br />This is a very dark film as each character that gets affected, suffers never ending depression. None of the normal avenues for relief seem to be effective and the only thing the authorities seem to do is give out quantities of stress pills.<br /><br />If this is normal behaviour in Finland now, I'm never going to go back just in case I am affected by such an amoral butterfly and end up as destroyed as the characters in this film were.",positive,0.526052212,although acting excellent spent whole movie waiting nasty boy caused much grief many character get final nemesis instead everyone else suffered except get job husband whose wife death cause running away friend win girl gave overdose tried rape even friend give money father butterfly effect completely fails return causebr br dark film character get affected suffers never ending depression none normal avenue relief seem effective thing authority seem give quantity stress pillsbr br normal behaviour finland never going go back case affected amoral butterfly end destroyed character film
"This is one of the best episodes from the entire X-Files series, creepy beyond words. The tension and suspense in this episode is very well executed, in its entire 45 minutes it managed to be almost as scary as an entire movie. This episode joins the ranks of best episodes with such greats as ""Home"", ""Humbug"" ""Bad Blood"" and ""Milagro"" for being the best in their respective season.<br /><br />Mulder and Scully's growing relationship is put to the test in this episode: Can they really trust each other? This episode also contains a tiny scene that will leave romantic viewers smiling.<br /><br />Mulder: ""Bring your mittens""",positive,0.701225197,one best episode entire xfiles series creepy beyond word tension suspense episode well executed entire forty five minute managed almost scary entire movie episode join rank best episode great home humbug bad blood milagro best respective seasonbr br mulder scullys growing relationship put test episode really trust episode also contains tiny scene leave romantic viewer smilingbr br mulder bring mitten
"I really liked this quirky movie. The characters are not the bland beautiful people that show up in so many movies and on TV. It has a realistic edge, with a captivating story line. The main title sequence alone makes this movie fun to watch.",positive,0.663600221,really liked quirky movie character bland beautiful people show many movie tv realistic edge captivating story line main title sequence alone make movie fun watch
"This gets a two because I liked it as a kid, but it became so redundant that I just started to hate it... I can't give this a descriptive review because it would be restating one thing after the other, I probably wouldn't say anything that everyone else didn't say already.<br /><br />The only other thing about this show is that it's pretty nasty, with the kid with the boil to that twisted babysitter to the stupidity that runs around and about in it. I have a cousin that loves this show and he's the strangest and dumbest person I have met. This show should be pulled from the air. It's always the same thing over and over... They need to put better shows on Nick. I'm getting really really tired of stuff like this.",negative,0.681313258,get two liked kid became redundant started hate give descriptive review would restating one thing probably would say anything everyone else say alreadybr br thing show pretty nasty kid boil twisted babysitter stupidity run around cousin love show strangest dumbest person met show pulled air always thing need put better show nick getting really really tired stuff like
"I really enjoyed watching this movie! Only a few parts were slow, but it was only setting the mood and building up to the action. I thought this movie was very educational, it taught me more about my Croatian heritage. I also learned more about Louise Arbour, and I can say she has a very great influence on me. Time magazine named Louise Arbour one of the world's 100 most influential people in April of 2004. I recommend this movie to people that like historical movies (obviously). This movie was very dramatic, but still told the truth of events in the former Yugoslavia. Louise Arbour is a brave hero, and I'm glad they made a movie honouring her. If you see the movie, I hope you'll like it.",positive,0.726967802,really enjoyed watching movie part slow setting mood building action thought movie educational taught croatian heritage also learned louise arbour say great influence time magazine named louise arbour one world one hundred influential people april two thousand four recommend movie people like historical movie obviously movie dramatic still told truth event former yugoslavia louise arbour brave hero glad made movie honouring see movie hope like
"This film is more about how children make sense of the world around them, and how they (and we) use myth to make sense of it all. I think it's been misperceived, everyone going in expecting a stalkfest won't enjoy it but if you want a deeper story, it's here.......",positive,0.606130879,film child make sense world around use myth make sense think misperceived everyone going expecting stalkfest enjoy want deeper story
"If you like me is going to see this in a film history class or something like that at your school, try to convince your teacher to see something else. believe me, anything is better than this movie. it is slow paced, confusing, boring, poorly constructed, gory, gringy, do I need to go on? It's message is good, but I have seen them been handled better in several other films. The acting isn't even any good. This movie is just even more awkward, as it start off as being funny (not intensional though)because of it's surreal story, than at the end, just becomes uncomfortable to watch.<br /><br />I honestly feel like 1 hour and 40 minutes of my life has been robbed. Why would anyone want to watch a girls describe a threesome for 10 minutes, than watch them drive through a traffic jam for 20 minutes, listen to a hippie who can make sheep appear, witness a sort of rape, than see the female lead role eat her husband.<br /><br />Honestly this movie deserves nothing but a 1/10. And if your not happy with my preview,seriously I'm an open minded guy and I like movies that protest through symbolism, but this movie was just awful. make any excuse you can, to avoid this film.",negative,0.841139126,like going see film history class something like school try convince teacher see something else believe anything better movie slow paced confusing boring poorly constructed gory gringy need go message good seen handled better several film acting even good movie even awkward start funny intensional thoughbecause surreal story end becomes uncomfortable watchbr br honestly feel like one hour forty minute life robbed would anyone want watch girl describe threesome ten minute watch drive traffic jam twenty minute listen hippie make sheep appear witness sort rape see female lead role eat husbandbr br honestly movie deserves nothing one hundred ten happy previewseriously open minded guy like movie protest symbolism movie awful make excuse avoid film
"Oh Dear Lord, How on Earth was any part of this film ever approved by anyone? It reeks of cheese from start to finish, but it's not even good cheese. It's the scummiest, moldiest, most tasteless cheese there is, and I cannot believe there is anyone out there who actually, truly enjoyed it. Yes, if you saw it with a load of drunk/stoned buddies then some bits might be funny in a sad kind of way, but for the rest of the audience the only entertaining parts are when said group of buddies are throwing popcorn and abusive insults at each other and the screen. I watched it with an up-for-a-few-laughs guy, having had a few beers in preparation to chuckle away at the film's expected crapness. We got the crapness (plenty of it), but not the chuckles. It doesn't even qualify as a so-bad-it's-good movie. It's just plain bad. Very, very bad. Here's why (look away if you're spoilerphobic): The movie starts out with a guy beating another guy to death. OK, I was a few minutes late in so not sure why this was, but I think I grasped the 'this guy is a bit of a badass who you don't want to mess with' message behind the ingenious scene. Oh, and a guy witnesses it. So, we already have our ultra-evil bad guy, and wussy but cute (apparently) good guy. Cue Hero. Big Sam steps on the scene in the usual fashion, saving good guy in the usual inane way that only poor action films can accomplish, i.e. Hero is immune to bullets, everyone else falls over rather clumsily. Cue first plot hole. How the bloody hell did Sammy know where this guy was, or that he'd watched the murder. Perhaps this, and the answers to all my plot-hole related questions, was explained in the 2 minutes before I got into the cinema, but I doubt it. In fact, I'm going to stop poking holes in the plot right here, lest I turn the movie into something resembling swiss cheese (which we all know is good cheese). So, the 'plot' (a very generous word to use). Good guy must get to LA, evil guy would rather he didn't, Hero Sam stands between the two. Cue scenery for the next vomit-inducing hour - the passenger plane. As I said, no more poking at plot holes, I'll just leave it there. Passenger plane. Next, the vital ingredient up until now missing from this gem of a movie, and what makes it everything it is - Snakes. Yay! Oh, pause. First we have the introduction to all the obligatory characters that a lame movie must have. Hot, horny couple (see if you can guess how they die), dead-before-any-snakes-even-appear British guy (those pesky Brits, eh?), cute kids, and Jo Brand. For all you Americans that's an English comic famous for her size and unattractiveness. Now that we've met the cast, let's watch all of them die (except of course the cute kids). Don't expect anything original, it's just snake bites on various and ever-increasingly hilarious (really not) parts of the body. Use your imagination, since the film-makers obviously didn't use theirs.<br /><br />So, that's most of the film wrapped up, so now for the best bit, the ending. As expected, everything is just so happy as the plane lands that everyone in sight starts sucking face. Yep, Ice-cool Sammy included. But wait, we're not all off the plane yet! The last guy to get off is good guy, but just as he does he gets bitten by a (you guessed it) snake (of all things). Clearly this one had been hiding in Mr. Jackson's hair the whole time, since it somehow managed to resist the air pressure trick that the good old hero had employed a few minutes earlier, despite the 200ft constrictor (the one that ate that pesky British bugger) being unable to. So, Sam shoots him and the snake in one fell swoop. At this point I prayed that the movie was about to make a much-needed U-turn and reveal that all along the hero was actually a traitor of some sort. But no. In a kind of icing on the cake way (but with stale cheese, remember), it is revealed that the climax of the film was involving a bullet proof vest. How anyone can think that an audience 10 years ago, let alone in 2006 would be impressed by their ingenuity is beyond me, but it did well in summing up the film.<br /><br />Actually, we're not quite done yet. After everyone has sucked face (Uncle Sam with leading actress, good guy with Tiffany, token Black guy with token White girl, and the hot couple in a heart warming bout of necrophilia), it's time for good guy and hero to get it on....In Bali!!! Nope, it wasn't at all exciting, the exclamation marks were just there to represent my utter joy at seeing the credits roll. Yes, the final shot of the film is a celebratory surfing trip to convey the message that a bit of male bonding has occurred, and a chance for any morons that actually enjoyed the movie to whoop a few times. That's it. This is the first time I've ever posted a movie review, but I felt so strongly that somebody must speak out against this scourge of cinematography. If you like planes, snakes, Samuel L.Jackson, air hostesses, bad guys, surfing, dogs in bags or English people, then please, please don't see this movie. It will pollute your opinion of all of the above so far that you'll never want to come into contact with any of them ever again. Go see United 93 instead. THAT was good.",negative,0.926339047,oh dear lord earth part film ever approved anyone reek cheese start finish even good cheese scummiest moldiest tasteless cheese believe anyone actually truly enjoyed yes saw load drunkstoned buddy bit might funny sad kind way rest audience entertaining part said group buddy throwing popcorn abusive insult screen watched upforafewlaughs guy beer preparation chuckle away film expected crapness got crapness plenty chuckle even qualify sobaditsgood movie plain bad bad look away spoilerphobic movie start guy beating another guy death ok minute late sure think grasped guy bit badass want mess message behind ingenious scene oh guy witness already ultraevil bad guy wussy cute apparently good guy cue hero big sam step scene usual fashion saving good guy usual inane way poor action film accomplish ie hero immune bullet everyone else fall rather clumsily cue first plot hole bloody hell sammy know guy would watched murder perhaps answer plothole related question explained two minute got cinema doubt fact going stop poking hole plot right lest turn movie something resembling swiss cheese know good cheese plot generous word use good guy must get la evil guy would rather didnt hero sam stand two cue scenery next vomitinducing hour passenger plane said poking plot hole leave passenger plane next vital ingredient missing gem movie make everything snake yay oh pause first introduction obligatory character lame movie must hot horny couple see guess die deadbeforeanysnakesevenappear british guy pesky brit eh cute kid jo brand american english comic famous size unattractiveness met cast let u watch die except course cute kid expect anything original snake bite various everincreasingly hilarious really part body use imagination since filmmaker obviously use theirsbr br film wrapped best bit ending expected everything happy plane land everyone sight start sucking face yep icecool sammy included wait plane yet last guy get good guy get bitten guessed snake thing clearly one hiding mr jackson hair whole time since somehow managed resist air pressure trick good old hero employed minute earlier despite 200ft constrictor one ate pesky british bugger unable sam shoot snake one fell swoop point prayed movie make muchneeded uturn reveal along hero actually traitor sort kind icing cake way stale cheese remember revealed climax film involving bullet proof vest anyone think audience ten year ago let alone two thousand six would impressed ingenuity beyond well summing filmbr br actually quite done yet everyone sucked face uncle sam leading actress good guy tiffany token black guy token white girl hot couple heart warming bout necrophilia time good guy hero get onin bali nope exciting exclamation mark represent utter joy seeing credit roll yes final shot film celebratory surfing trip convey message bit male bonding occurred chance moron actually enjoyed movie whoop time first time ever posted movie review felt strongly somebody must speak scourge cinematography like plane snake samuel ljackson air hostess bad guy surfing dog bag english people please please see movie pollute opinion far never want come contact ever go see united ninety three instead good
"Full disclosure: I'm a cynic. I like my endings sad and my hankies dry. I didn't cry when Bambi's mother was shot. Will Smith's new film Happiness looks like a desperate plea for an Oscar. Basically I was born without an artistic soul. <br /><br />So why on earth did I like ""10 Items or Less?"" Maybe it was the double espresso I downed before the show. Or (more likely) maybe it was that even the most hardboiled of movie fans could use an occasional shot of sweetness. <br /><br />And sweet it is. From the moment ""Him"" meets ""Scarlet"" (an event far from a Nora Ephron ""meet cute"") the view is taken on an intimate journey with two strangers learning to care about where their lives are headed. (Aided beautifully by Phedon Papamichael's cinema verity style camera work.)<br /><br />The main argument about the film is that it's too far fetched. Is the film far fetched? I don't know. You tell me. I've yet to meet Adrian Brody at the market. (However, not for lack of trying). Do I enjoy considering the adventures that might occur should this momentous event take place? Darn straight I do . . .that's where most reviews of ""10 Items or Less"" fall short . . .they fail to take into account that even we cynics have fantasies. And heck, sometimes, it's worth the price of admission to vicariously live them, 82 minutes at a time.",positive,0.586893474,full disclosure cynic like ending sad hanky dry cry bambis mother shot smith new film happiness look like desperate plea oscar basically born without artistic soul br br earth like ten item le maybe double espresso downed show likely maybe even hardboiled movie fan could use occasional shot sweetness br br sweet moment meet scarlet event far nora ephron meet cute view taken intimate journey two stranger learning care life headed aided beautifully phedon papamichaels cinema verity style camera workbr br main argument film far fetched film far fetched know tell yet meet adrian brody market however lack trying enjoy considering adventure might occur momentous event take place darn straight thats review ten item le fall short fail take account even cynic fantasy heck sometimes worth price admission vicariously live eighty two minute time
"Quality entertainment all around. The spectacle of Kermit on his bicycle is one thats as memorable as ANY in cinema history. There's just not a bad thing to be said. Tons of muppets, great cameos, slapstick, puns, whatever you want, its here. The lovers, the dreamers, and me INDEED.",positive,0.632063671,quality entertainment around spectacle kermit bicycle one thats memorable cinema history bad thing said ton muppets great cameo slapstick pun whatever want lover dreamer indeed
"Three young movie theater employees are given the task of re-opening a long closed old-time theater at which many years before a shocking series of grisly murders took place. It seems many more murders have occurred since then but all of this remains unknown to these three young upstart employees hoping to finally make it big on their own. As they approach the grand re-opening night, things keep getting stranger and more unsettling with items suddenly starting to move around by themselves without any seen aid and a terrifying old man seemingly haunting the premises.<br /><br />Oh, this is truly horrible. In fact, if it wasn't for Mary Woronov's secretary character being such a fiercely independent outspoken empowered young woman who steals practically every scene in which she appears and the incredibly hot chick who played the unbelievably sleazy yet totally sexy Selina, this would be a total loss. The only other good thing I have to say about this film is some of the movie theater murders are done in truly inventive, albeit not overly gory (a preference for me but not necessarily for others), fashion. The rest just wallows in constant sleaze (so extreme the rare few may actually find humor in it) and runs through the predictable slasher kills annoying characters off one after the other routine.",negative,0.557813128,three young movie theater employee given task reopening long closed oldtime theater many year shocking series grisly murder took place seems many murder occurred since remains unknown three young upstart employee hoping finally make big approach grand reopening night thing keep getting stranger unsettling item suddenly starting move around without seen aid terrifying old man seemingly haunting premisesbr br oh truly horrible fact mary woronovs secretary character fiercely independent outspoken empowered young woman steal practically every scene appears incredibly hot chick played unbelievably sleazy yet totally sexy selina would total loss good thing say film movie theater murder done truly inventive albeit overly gory preference necessarily others fashion rest wallow constant sleaze extreme rare may actually find humor run predictable slasher kill annoying character one routine
