,text,length,readability
33,"As Jose Mourinho led an angry touchline delegation in pursuit of fourth official Lee Mason, the entire section of Arsenal supporters who sit behind the visitors’ bench climbed to their feet to hurl their abuse. As they settled back into their seats, the rest of the Emirates Stadium exploded into verse about Mourinho, with advice as to where he should go. The Chelsea manager and his assistant Steve Holland had been complaining about the charge from goal by goalkeeper David Ospina which flattened Oscar in the first half, but which was not adjudged to be a foul. Cesc Fabregas returned to Emirates Stadium for the first time since leaving for Barcelona in 2011 . Francis Coquelin of Arsenal evades Fabregas of Chelsea during the 0-0 draw at Emirates Stadium on Sunday . Every Fabregas touch was booed as he operated in the first half in a deep role alongside Nemanja Matic . Fabregas - without his mask on - swaps shirts and salutes the Emirates crowd at full time . The pass to Oscar had been wonderfully delivered by Cesc Fabregas, masked villain of the day in this North London postcode, having the temerity to return in blue nearly four years after agitating to leave Arsenal for Barcelona. Every Fabregas touch was booed. And he didn’t hide. He was influential, operating in the first half in a deep role alongside Nemanja Matic, from where he is often more creative, before moving forward after the break into a No.10 role (and removing the protective mask). There were a lot of touches and a lot of boos. He rarely misplaced a pass but when he did the home crowd cheered. And no cheer was louder than the one when referee Michael Oliver booked him for a dive. It might not, in fact, have been a dive. Santi Cazorla and Fabregas collided knee-to-knee but the Chelsea midfielder also trailed a leg in search of contact more definite and made the it all seem a little too contrived. Oliver was on the spot. So much so that a split-second earlier, he had made a better effort than Cazorla at winning the ball. The referee ruled in Arsenal’s favour, and this proved a very popular decision. There was a rare energy about the Emirates and noise levels not normally associated with the stadium. Make no mistake, this one mattered to those in red. It mattered beyond the confines of the 90 minutes and the points won and lost in what remains of this title race. It was about next season. How close are Arsene Wenger’s team to challenging Chelsea for the title? Can they alter the balance of power in the capital? Can they close the gap at the top of the Barclays Premier League? Of course there were a couple of hate-figures in the vicinity. Animosity levels were up but Arsenal have been brilliant since the turn of the year, with one notable exception, and this was an opportunity to make a statement. Chelsea midfielder Oscar had to be replaced at half-time after a painful-looking collision with David Ospina . Arsene Wenger (left) has not beaten Chelsea boss Jose Mourinho (right) in 13 games as the hoodoo continues . Santi Cazorla of Arsenal reacts after a missed chance during his side's 0-0 draw with Chelsea . It was time to get over the players they didn’t sign and get behind those they did. Mourinho showed respect to Alexis Sanchez by starting with Ramires wide on the right to offer defensive cover and limiting Branislav Ivanovic’s involvement as an attacking force, preferring the muscular Serb to mind the Chilean. There were flashes of what Arsenal do well and supporters rejoiced in flourishes, like a back-heel or two by Aaron Ramsey or a sliver of skill from Mesut Ozil, but they could not beat Thibaut Courtois. Arsenal fans sang: 'Boring Boring Chelsea' when they failed to penetrate, and the jeers for Fabregas were transformed into applause when he was substituted in the last minute. By then the game seemed destined to end goalless. Chelsea, had reverted to the six-man defensive shield at half-time by dropping Ramires deeper, and finished the game with centre-half Kurt Zouma also in central midfield. Mourinho was determined to leave with the clean sheet he came for and, left the more satisfied of the two managers. They remain on course for the title and celebrated at the final whistle. Wenger, meanwhile, cannot crack the Jose-hoodoo. There is work to do in the summer if this gap is to be closed. Fabregas of Chelsea appeals as he is booked by referee Michael Oliver on his first return to Arsenal . Fabregas struggled to settle at La Liga giants Barcelona and signed for Chelsea last summer . Arsenal players mark the upcoming anniversary of the Bradford City fire disaster with a minutes silence .",810,7.8
34,"Dr Habeeb Latheef is accused of sexually assaulting three women patients during consultations . A married doctor sexually assaulted three female patients while pretending to carry out medical tests, a court heard yesterday. Habeeb Latheef, 48, told them he needed to place objects in their hands to gauge their level of feeling. Instead the family GP allegedly unzipped his trousers and placed his penis in their grip. The patients had booked appointments with the Indian-born doctor to deal with back pain and pins and needles. Latheef is said to have told the women to turn away from him with their hands behind their backs. He put items in their grip, such as a pen and a key, telling the women this would measure their levels of sensitivity. One of the women suspected he was also using his penis and turned to see him bent over and doing up his zip. The alleged offences came to light in December 2011 when a 37-year-old patient contacted police an hour after her appointment with Latheef. The two other allegations from women relate to that year and to 2008. William Hunter, prosecuting, said these two patients at the Hendford Medical Centre in Yeovil, Somerset, did not contact police because they feared they would not be believed. He told Taunton Crown Court the 37-year-old woman visited Latheef with a stiff neck and headache. After a number of tests, Latheef suggested he should measure her sensitivity. The married GP was working at the Hendford Medical Centre surgery in Yeovil, Somerset, pictured . Latheef is on trial at Taunton Crown Court, pictured above, accused of carrying out the assaults over a four year period . Mr Hunter said: ‘He put a pen in her hand. She felt that. He then put a small key in her hand, she felt that. He then put his finger in her hand. ‘She was able to easily recognise each item. Then he put his penis in her hand. He did this more than once. 'It felt different to all the other items. She knew it was a penis. She was shocked. She asked him what he was putting into her hand. 'As she turned around the defendant was bending over and zipping up his trousers. The defendant said it was his finger.’ Mr Hunter said the mother of two was a ‘mature woman’ and knew exactly what she had felt in her hand. Latheef, of Yeovil, denies three charges of sexual assault between February 2008 and December 2011. The trial continues. Sorry we are not currently accepting comments on this article.",430,6.1
35,"Owning a passport opens up a world of possibility and freedom for travellers - or so you would think. In some countries around the world, even if you are lucky enough to have access to the government-issued documents, you are still restricted and barred from several countries. Henley and Partners created a Visa Restrictions Index, which ranks countries globally in accordance to the travel freedom their inhabitants enjoy - with some surprising results. Scroll down for video . The Visa Restrictions Index analyses countries ability to travel visa-free. The latest results were based on results from May 20, 2014 . 1) Finland . = Germany . = Sweden . = USA . = United Kingdom (174 points) 2) Canada . = Denmark (173 points) 3) Belgium . = France . = Italy . = Japan . = Korea (Republic of South) = Luxembourg . = Netherlands . = Portugal . = Spain (172 points) Where it might be expected that countries such as North Korea and possibly Cuba could take the bottom spots for the most restricted travel freedom, they actually place at 86 and 69 respectively, from a ranking of a total of 94. Each country was given a score by global consulting firm Henley and Partners, who specialise in residence and citizenship planning. The score was calculated based on visa regulations of all countries and territories in the world, and the number of other countries that their citizens can travel to without having to obtain a visa. Taking the lowest spots were Afghanistan (ranked at 94 and able to visit 28 countries visa-free), Iraq, (able to visit 31 countries), Pakistan and Somalia (able to visit 32 countries) and the Palestinian Territory (able to visit 35). This was juxtaposed by Finland, Germany, Sweden, the UK and the US, in first position, who are able to access 174 countries visa-free. Henley and Partners said: 'In today's globalised world, visa restrictions play an important role in controlling the movement of foreign nationals across borders. 'Almost all countries now require visas from certain non-nationals who wish to enter their territory. 'Visa requirements are also an expression of the relationships between individual nations, and generally reflect the relations and status of a country within the international community of nations. ' Pakistani Khyber Gateway to the Khyber Pass stamps passports are you leave for Afghanistan, passports from this country are able to enter on 32 countries visa-free . Nepal ranked 90th with residents being able to visit 37 countries without a visa . 89) Eritrea . = Libya . = Sudan . = Syria (38 points) 90) Nepal (37 points) 91) Palestinian Territory (35 points) 92) Pakistan . = Somalia (32 points) 93) Iraq (31 points) 94) Afghanistan (28 points) Pakistan is ranked at 92 in the Visa Restrictions Index, and citizens are able to visit 32 countries including Trinidad and Tobago, Haiti, and Dominica without a visa. Despite this freedom, stepping over the Pakistani border into India and Iran does requires a visa. At the bottom of the list are the citizens of Afghanistan who are banned from entering Kuwait entirely. They can, however, travel to Micronesia, Saint Vincent and the Grenadines and Haiti without a visa entirely though. The index reflected the decision in 2014 to allow citizens of the UAE to be allowed short stays in the EU Schengen countries without a visa, moving them up the rankings in the travel freedom index. A UN World Tourism Organization (UNWTO) report stated that three-quarters of people in the world travelling to Europe need a visa . According to the latest Visa Openness Report by the UNWTO, 62 per cent of the world’s population was required a traditional visa prior to departure in 2014, down from 77 per cent in 2008. A total of 19 per cent of the world’s population was able to enter a destination without a visa, while 16 per cent could receive a visa on arrival (compared to 17 per cent and 6 per cent in 2008). Somalia, (left), was ranked 92nd, allowing visa-free access to 32 countries. Iraq passports, (right), enable citizens to visit 31 countries visa-free . One of the most restricted passports is that of Somalian citizens, who are barred from Belgium and Canada .",709,10.5
36,"Manny Pacquiao traded hill runs and graft in the Wild Card Boxing gym for a touch of Hollywood glamour as he appeared on friend Mario Lopez’s Extra programme on Wednesday. The Filipino superstar took a break from preparations for his $300million superfight against Floyd Mayweather on May 2 to be interviewed at the show’s base at Universal Studios. Just that morning Pac-Man was doing the hard yards ahead of the bout around his Los Angeles base, wearing trainers, shorts and a woolly hat for a road work session as the sun came up. Manny Pacquiao (left)  and Mario Lopez smile for the cameras during filming of Extra in Los Angeles . The pair laughed throughout their interview at Universal Studios Hollywood on April 1 . Pacquiao and Lopez, star of the sitcom Saved By The Bell, know each other from training in the same gym . The video of him and his entourage charging up a hill was followed by an image posted of Pacquiao working the bag and reaffirming his commitment to the mammoth task that awaits him in Las Vegas against the Money Man. ‘Every day I must focus. In the gym and outside the gym. It's not easy but I have to focus and work hard everyday!’ said Pacquiao's profile. Hours later he was ever the entertainer in dark sunglasses and a leather jacket as he laughed and chatted with his friend Lopez, famed for his work on Saved By The Bell. Pacquiao posted this photo on Twitter with the caption: 'I love my little girls. Thank you Lord for my family!' Pacquiao smiles and raises his fists (left) and arriving at Universal City ahead of his interview . Pacquiao poses with Lopez and Mario Lopez Sr (left) in a black leather jacket and sunglasses in the LA sun . Pacquiao, never shy of belting out a song for his fans, even sang a duet of Lionel Ritchie’s Hello with Lopez on stage as part of his appearance on the show, much to the delight of fans. ‘The Champ is here! @mannypacquiao and I sang a Lionel Richie duet today. Doesn't get cooler than that,’ Lopez posted on his Instagram. Lopez, who played AC Slater in the hit high school comedy Saved By The Bell, says he and Pacquiao are friends from their time training at the same gym in Los Angeles. Filipino Pacquiao works out with a road run as the sun comes up before ramping it up with hill sprints . Pacquiao's Instagram and Twitter profiles show the star is focussed as he prepares for Floyd Mayweather .",433,7.0
37,"A veteran Georgia middle school teacher has been removed from the classroom after she gave students her highly critical personal opinion of President Barack Obama and some parents complained. Nancy Perry will no longer teach students at Dublin Middle School and will retire at the end of the year, city schools superintendent Chuck Ledbetter announced on Tuesday. Perry is alleged to have told students that Obama is a Muslim and that any parent who support him couldn't be Christian, either. Nancy Perry, left, won't teach again at Dublin Middle School in Georgia after she gave students her highly critical personal opinion of President Barack Obama and parent Jimmie Scott complained . A 12-year-old boy in Perry's class brought the matter to the attention of his father, Jimmie Scott, who complained to the school. 'If your parents voted for Obama, they're evil and I don't see how your parents could vote for someone that's Muslim' he told WMAZ, paraphrasing Perry's alleged comments. Scott said he immediately requested a parent-teacher conference to which Perry brought along her husband Bill, who sits on the county Board of Education. Instead of discussing Nancy Perry's classroom comments, Scott says that she and her husband showed him what he described as internet propaganda. 'She showed it to me and said, ""See, Obama is a baby killer. He aborts babies at nine months old as they're coming through the birth canal.""' Superintendent Ledbetter said Perry was already planning on retiring before the complaint about her behavior. 'On behalf of the School District, we want to apologize to the student and to his parents,' he said at a school board meeting. Scott said he requested a parent-teacher conference, but Nancy Perry brought along her husband Bill, pictured above, who sites on the Board of Education.  The pair showed him what he described as anti-Obama internet propaganda . City schools superintendent Chuck Ledbetter says school principals are now required to call the superintendent if any board member asks to sit in on parent-teacher meetings . 'It is not the place of teachers to attempt to persuade students about religious or political beliefs.' Scott also addressed the community at the meeting, saying his family had been ridiculed and had racial slurs thrown at them. Scott is black and Perry is white. 'We've lost loved ones in the community because a line was drawn,' Scott said. 'Either you were for my son or you were for the teacher.' Ledbetter also apologized for the actions of Perry's husband, who he said shouldn't have attended the parent-teacher conference. Ledbetter said school principals are now required to call the superintendent if any board member asks to sit in on a parent-teacher meeting. 'See, Obama is a baby killer. He aborts babies at nine months old' Nancy Perry is alleged to have told Jimmie Scott .",471,9.7
38,"Bitter: Tracey Taylor went on a violent rampage following the breakdown of her 20 year relationship . A jilted florist used her car to ram her ex-fiance's Porsche as well as his new girlfriend's BMW while her two terrified daughters sat in the back. Furious Tracey Taylor, 34, caused more than £13,000 worth of damage to the luxury cars including scratching the paintwork with a key and smashing the BMW's windscreen with a rock. Earlier that day she had attacked her former lover and his girlfriend, punching him on the ear and pulling her hair after barging her way into her home in Ratby, Leics. Then two days later she returned to the property and broke in through the front door, pushing her way past her love rival's 19-year-old student daughter before tearing a flatscreen TV off the wall and hurling a vase of roses across the room. When arrested she told the police she'd attacked the cars on February 18 this year because she saw they had a Porsche and a BMW between them when he'd left her 'penniless.' Leicester Crown Court heard how Taylor had been struggling to come to terms with the breakdown of the 20 year relationship with the father of her two daughters, aged 12 and four, and a 15-year-old son. Recorder Mark Hill QC, sentencing, told Taylor, of Desford, Leics: 'You were unable to control your temper and your appalling behaviour brings discredit upon you. 'You displayed a high level of anger and violence, carried out in the presence of two young children, causing extensive and serious damage.' Lynsey Knott, defending, said: 'It was a life-long relationship since she was 15. 'She's a devoted mother, has no previous convictions, and is ashamed two of her children were present. 'She'd assisted her partner with the running of the businesses and after the breakdown was left without a home, whilst waiting for a housing association property. Taylor received a 12-month jail sentence suspended for two years, with 150 hours of unpaid work and a 20-day rehabilitation requirement . 'She was at rock-bottom and is truly sorry. Her doctor has increased her anti-depressant medication.' The court heard £9,800 pounds' worth of damage was caused to the Porsche and £3,800 to the BMW - including key scratch marks. Florist Taylor admitted burglary, criminal damage and two counts of common assault. She received a 12-month jail sentence suspended for two years, with 150 hours of unpaid work and a 20-day rehabilitation requirement. She was also handed a five-year restraining order was made, banning her from contacting her ex-lover's new partner or her teenage daughter. Taylor's ex-partner, aged 40, who runs a car business, asked not to be named, but said after the case: 'It's been the most stressful year of my life, since we broke up. 'It's been a complete nightmare with all the damage, threats, outbursts and driving at me before crashing into the cars in front of our daughters. 'I can't forgive what she's done and I've split up with my girlfriend, because she couldn't cope with what's happened. 'I hope this case brings an end to the problems and we can move on and work at remaining amicable for the children.'",535,9.9
39,"The Vatican are training up ordinary doctors, teachers and psychologists to cope with a rising tide of demonic possessions. More than 40 years after The Exorcist left cinema audiences green, the Vatican has gathered a team of experts including practising exorcists to give ordinary Catholics the tools needed to recognise a case of demonic possession when they see one – and teach them what to do about it. The tenth edition of the annual course, ‘Exorcism and Prayer of Liberation,’ sponsored by the Vatican Congregation for the Clergy, the department responsible for overseeing matters regarding priests, began this morning at Rome’s Regina Apostolorum University. More than 40 years after The Exorcist (pictured) left cinema audiences green, The Vatican are training up ordinary doctors, teachers and psychologists to cope with a rising tide of demonic possessions . One of the main purposes of the course is help would-be exorcists distinguish demonic possession from psychological or medical conditions, organisers said. In 2013 Francis appeared to perform an exorcism on a young man in a wheelchair who shook violently when the pope laid his hands on him and said a blessing. He has frequently expressed the belief that the devil really exists and is not merely ‘a myth, a figure, an idea, the idea of evil.’ Experts say demonic activity is on the rise due to an in creased interest in the occult among the young including ouija boards and seances. Last year the International Association of Exorcists claimed it was ‘a pastoral emergency.” In 2013, Pope Francis (pictured( appeared to perform an exorcism on a young man in a wheelchair . The Vatican tried to introduce Holyween, where children would dress up as saints and attend prayer vigils instead of Halloween. Father Pedro Barrajon, director of the Sacerdos Institute, which is organising the course said ‘Living in an increasingly secularised society than in the past there is more tendency to open the door to the occult. Demonic activity is increased by the practice of magic and visiting fortune tellers which can increase the likelihood of a possession’.",345,13.5
40,"Police put extra security measures in place after a kiwi man associated with Islamic State urged followers to launch attacks targeting Anzac Day commemorations. Kiwi jihadi Mark John Taylor, who claims to be fighting with Islamic State in Syria, posted a video on YouTube in an attempt to incite violent acts in Australia and New Zealand during services commemorating Anzac Day's centenary. In the video, which has since been removed after 3 News notified authorities, Taylor instructed fellow jihadists to act out against police and soldiers. 'Now is the time to commence your operations, even if it means you have to stab a few police officers, soldiers on Anzac Day and so be it.' Scroll down for video . Kiwi jihadi Mark John Taylor has posted a video to Youtube urging IS sympathisers to attack Anzac Day services in Australia and New Zealand . New Zealand Police Commissioner Mike Bush confirmed Taylor was 'known to New Zealand authorities' and that this was not his first attempt at publicly 'airing his views'. Mr Bush said police had conducted a thorough assessment of the troubling video and he was satisfied all appropriate measures had been put into place to protect those who plan on attending Anzac Day services. 'We take our responsibility for the safety and security of New Zealanders very seriously and, while we are unable to go into detail, we have already taken further security measures.' Police in New Zealand have confirmed they have implemented extra security measures amid growing concerns of a targeted terror attack . 'Zealanders should feel confident in attending Anzac Day events as planned, while exercising their usual vigilance in light of the current global security environment,' Mr Bush said. Prime Minister John Key told 3 News the troubling video only further confirms that IS are a growing threat to New Zealand and its people. 'It just reaffirms what I've been saying, that IS is a war that they are trying to bring to New Zealand.' Mr Key told reporters that while IS enjoy 'inciting fear' by publicising the atrocities they commit, the group are under extreme scrutiny. 'Those people are under…a pretty significant watch from the authorities, so we will continue to watch those people very, very closely.' 'It just reaffirms what I've been saying, that IS is a war that they are trying to bring to New Zealand' 'Now is the time to commence your operations, even if it means you have to stab a few police officers, soldiers on Anzac Day and so be it' Taylor, who left in May 2012 despite having his passport cancelled, is one of very few New Zealanders who are known to be fighting for Islamic State militants in Syria. He reportedly burned his passport upon crossing the Syrian boarder and posted to Facebook that his move to Syria was a 'one-way trip, no going back', the Guardian reported. Before his account was suspended, Taylor became an active twitter user and made headlines after he geo-tagged 45 tweets, subsequently revealing his precise location in Syria to the whole world. While some claimed he did this unknowingly branding him the 'bumbling jihadi', Taylor said he had 'every intention' to display his location. Taylor, who left in May 2012 despite having his passport cancelled, is one of very few New Zealanders who are known to be fighting for Islamic State militants in Syria . Before his account was suspended, Taylor became an active twitter user and made headlines after he geo-tagged 45 tweets, subsequently revealing his precise location to the world . This comes only weeks after an Anzac Day terror plot was foiled by Australian authorities when 200 officers raided properties in south east Melbourne. Five men were arrested and it was revealed they were allegedly plotting to run over a police officer, savage him with a knife and steal his gun so they could embark on a shooting rampage in the streets of Melbourne on Anzac Day. Two of the five men arrested in the pre-dawn raids remain in custody, including Sevdet Besim, 18, of Hallam, who was charged with conspiring to commit a terrorist act. Sevdet Besim, from Hallam in Melbourne's south-east, was charged with 'conspiracy to commit acts done in preparation for, or planning, terrorist acts' at the Melbourne Magistrates Court . A second 18-year-old man, of Hampton Park in Melbourne's southeast, was being held under a Preventative Detention Order, which allows police to hold a person without charge for up to 14 days. A British teenager was also arrested on suspicion of helping to plot the ISIS-inspired attack during Anzac Day commemorations. A 14-year-old boy from Blackburn, Lancashire, allegedly communicated with Australian men who had planned to use knives and swords to hack officers to death in Melbourne on Anzac Day. Police said the 14-year-old was first arrested on April 2 after they intercepted communications between him and an Australian man, allegedly relating to a planned terrorist attack. He was then re-arrested  on suspicion that he was instigating a beheading, again on Australian soil. The Australian Federal Police confirmed the 14-year-old's arrest was linked to counter terrorism operations in Australia. Five men were arrested in anti-terror raids in Melbourne, after the culmination of a month-long operation code-named Operation Rising .",875,13.9
41,"Police believe they are on the verge of solving a brutal cold case murder that occurred 35 years ago. Ronda Blaylock was just 14-years-old in 1980 when she and a friend took a ride home from a stranger after finishing the day at Atkins High School in Rural Hall, North Carolina - a town so quaint and wholesome that it was the model for the fictional Mayberry in 'The Andy Griffith Show.' Her friend got dropped off first, but Ronda never made it back home. Three days later, her partially clothed body was discovered in a heavily wooded area almost 20 miles away from the bowling alley parking lot where she and her friend had hitched a ride. She had been violently assaulted and then stabbed to death. The man who gave her a ride home that day was never found. Scroll down for video . Ronda Blaylock (above) was just 14-years-old in 1980 when she was found stabbed to death and brutally assaulted . This after she and a friend had taken a ride home from a man (above) after school in Rural Hall, North Carolina . Surry County Sheriff Graham Atkinson (above) said in a press conference on Monday the man still lives in the area and they are close to getting him . The Camel City Dispatch reports that the investigation into Ronda's death was relaunched after her mother, Rebecca, called in to authorities recently to ask what progress had been made on her daughter's case. 'Within a day or so after receiving her call there were developments that I cannot discuss here today, but this task force is actively pursuing good leads,' Surry County Sheriff Graham Atkinson said in a press conference on Monday. What they already knew is that the man was in his early twenties back in 1980, drove a blue pickup truck with a white shell over the bed and went by Jimmy, though he told the girls his friends called him Butch. He would now be in his mid-to-late fifties. And while it has been years since the incident, some witnesses have been able to provide better information now than they could at the time the tragedy occurred. 'This is because they were young when this murder occurred and they feared getting into trouble with their parents or the law; they are no longer close with those who, in confidence, has discussed the homicide with them,' explained Sheriff Atkinson. 'The witnesses did not realize Ronda’s murder is still an open case.' More importantly, police can now test some of the DNA evidence from the scene, something they could not do back in 1980 due to a lack of technology. Ronda had been violently assaulted and stabbed to death when her body was found . The man was in his early twenties back in 1980, drove a blue pickup truck(similar to the one above)  with a white shell over the bed and went by Jimmy, though he told the girls his friends called him Butch . What's more, Sheriff Atkinson does not think law enforcement has to search far to find the man. 'We think he lived and still lives in the immediate area,' he said. 'We feel like he has blended into the community and he's lived with this for a long time and we're hoping he does the right thing and comes forward.' And if he does not come forward, Sheriff Atkinson has a message for him: 'Make no mistake. We are coming for you.' Ronda's mother meanwhile just wants closure after years of pain. 'I want them to be put in prison for the rest of their lives because I've been in prison, so to speak, for almost 35 years,' she said. Anyone who has information should contact rondablaylock1980@gmail.com or call the task force hotline (336)401-8971 .",637,8.2
42,"As Australian Fashion Week comes to a close, a new damning report has named and shamed some of the worst clothing brands sold in Australia and their companies, for the ongoing exploitation of their overseas workers. Lowes, Industrie, Best & Less and the Just Group - which includes Just Jeans, Portmans and Dotti - were identified as some of the worst performing companies by The 2015 Australian Fashion Report. Amongst the best performers were Etiko, Audrey Blue, Cotton On, H&M and Zara. The report assessed the labour rights management systems of 59 companies and 219 brands operating in Australia. The 2015 Australian Fashion Report has named and shamed some of the worst Aussie clothing brands and companies for their ongoing exploitation of overseas workers . Amongst the best performers were Etiko, Audrey Blue, Cotton On, H&M and Zara . It found that only two of the companies could prove they were paying a full living wage to the workers in two of the three production stages of their clothing. None of the 59 companies could prove the workers at their raw material suppliers were paid a living wage. Unlike a country's legally set minimum wage, a living wage ensures that an employee has enough money to cover the necessities - like food, water, electricity and shelter - and still has a little left over for themselves and their dependants. In some countries like Bangladesh, where the minimum wage is as little as US$68 a month and a living wage is US$104, the difference can be made by paying each worker just an additional 30c per t-shirt. Lowes, Industrie, Best & Less and the Just Group - which includes Just Jeans, Portmans and Dotti - were identified as some of the worst performers . 'The whole point in our reporting scorecard is if these companies don't have rigours systems in place to mitigate against those risks then you can't be sure that there is no forced labour or child labour in their supply chain,' Gershon Nimbalker, an advocacy manager at Baptist World Aid, said . 'A mere 12 per cent of companies could demonstrate any action towards paying wages above the legal minimum, and even then, only for part of their supply chain,' the report states. 'Furthermore, 91 per cent of companies still don't know where all their cotton comes from and 75 per cent don't know the source of all their fabrics and inputs. 'If companies don't know how and where their products are made, then there's no way for them to ensure that their workers are protected.' Uzbekistan for instance, the world's fifth largest exporter of cotton, was notorious for its  child labour policies which saw children as young as 10 forced to work in the fields until the government recently  improved conditions by renouncing the use of child labour 'on a systematic basis'. 'Furthermore, 91 per cent of companies still don't know where all their cotton comes from and 75 per cent don't know the source of all their fabrics and inputs,' the report stated . Gershon Nimbalker, an advocacy manager at Baptist World Aid told Daily Mail Australia that part of the motivation behind the report was to shed light on how many of the world's 165 million children involved in child labour were employed by the fashion industry. 'The whole point in our reporting scorecard is if these companies don't have rigours systems in place to mitigate against those risks then you can't be sure that there is no forced labour or child labour in their supply chain,' he said. 'There were 61 assessment criteria that we used to grade the companies that were put together with lots of collaboration with international labour rights organisations. 'We found all the public information available on the companies - public statements, anything online - and compiled and assessed it before sending a copy to the company and asking for feedback or asking them to tell us what we missed. The report comes almost two years after over 1,100 Bangladeshi garment workers died when the Rana Plaza factory collapsed in Bangladesh due to building safety problems . 'We found all the public information available on the companies - public statements, anything online - and compiled and assessed it before sending a copy to the company and asking for feedback or asking them to tell us what we missed. 'The worst grades basically mean that they have very little public information available about what they're doing to protect workers and on top of that that they haven't engaged with our research process. About 75 per cent did engage, but one quarter didn't.' However the report also noted some progress in the industry with companies like Kmart and Cotton On improving their transparency by identifying their suppliers, and H&M, Zara, Country Road and the Sussan Group showing attempts to improve their international worker's pay.",812,12.8
43,"Pep Guardiola believes he has one of the world's best central defenders in Jerome Boateng as he faces up to an injury crisis ahead of Wednesday's German Cup quarter-final. Bayern Munich take on Bayer Leverkusen in the last eight on Wednesday and Guardiola will be without Arjen Robben, Franck Ribery, David Alaba, Javi Martinez and Tom Starke, while Bastian Schweinsteiger has also now been ruled out of the BayArena clash. Speaking at his pre-match press conference, Guardiola said: 'Schweinsteiger will not be match fit in time. Bayern Munich boss Pep Guardiola shouts instructions to his players against Borussia Dortmund . Bastian Schweinsteiger is one of a number of players ruled out of Bayern's German Cup clash . 'We only have 16 players available for Wednesday's game. But this is part of the game. It's my job to find a solution. 'Holger Badstuber is doubtful. I think he can train normally again and we will then have to wait and see how his body reacts. 'We are not looking for excuses, though. It will be a huge challenge for Bayern.' Despite concerns over the fitness of his squad, Guardiola was keen to praise the recent performances of Germany international Boateng . 'Boateng is incredibly important to us,' he said. I think he is one of the three best centre backs in the world at the moment.' Guardiola believes Jerome Boateng (left) is one of the top three centre backs in world football . Bayern's players celebrate after the final whistle following their 1-0 win against Borussia Dortmund . The Bayern boss also offered an apology to midfielder Mario Gotze, who was left on the bench for Saturday's 1-0 victory against rivals Borussia Dortmund. He said: 'I know that it was a sad moment for Gotze that he did not start against Dortmund. He is a great guy, though. Football is his life. 'He is one of the best players I have ever worked with and I am sorry that he could not play. But that was my decision.'",337,6.5
44,"Three women who were filmed twerking in front a Second World War memorial in Russia have been jailed for hooliganism. In a YouTube video, six dancers are seen performing the provocative and popular move along to music while stood in front of the Malaya Zemlya monument in Novorossiysk, southern Russia. Prosecutors said their 'erotic and sexual twerk dance' was disrespectful to those who fought in the war and jailed two of the women for ten days and a third for 15 days. Scroll down for video . 'Hooliganism': Three women have been jailed after releasing a video of their dance group twerking in front of the Malaya Zemlya monument in Novorossiysk, southern Russia . Two others escaped with fines, while another dancer avoided punishment altogether as she was under 16 - with a reprimand being handed down to her mother instead. According to the BBC, prosecutors said: 'This incident of disrespect for the memory of war history is unacceptable and any attempts to desecrate sites of military glory will be stopped immediately.' The Youtube video currently has more than 400,000 views and sees the six dancers performing a well-choreographed one and a half minute routine. After surfacing earlier this week,it was brought to the attention of the mayor of Novorossiysk, where the women are from. The mayor was said to be 'outraged' and personally charged officials with identifying the names of the performers - who posted the video to attract new recruits to their modern dance school . 'We condemn these women. Every inch of this land is covered in blood. It is inappropriate,' said Viktoriya Dikaya, the press secretary for the city's education department. Recruitment video: The one minute 30 second clip was posted by the women to encourage people to join their dance school . Punished: Two of the girls were jailed for ten days, while a third was sentenced to 15 days in prison. Two others were fined, while the sixth dancer escaped punishment as she was under 16 . Prosecutors are now said to be  carrying out checks at the institutions where the women, who were all under 30, are enrolled, to make sure they are in compliance with 'programs aimed at ensuring respect for the law among their members', reports RT.com. The Malaya Zemlya memorial, completed in 1982, commemorates a battle to free Novorossiysk from German occupation in 1943. The women's sentences come as Russia prepares to mark the 70th anniversary of the Second World War victory. The incident comes just weeks after Russian officials closed down a dance school after footage emerged of teenage students performing hip-thrusting moves on stage. The video clip, entitled Winnie the Pooh and the Bees, showed a group of teenage girls dancing in striped leotards, long socks and mini-skirts at the Orenburg dance school in southwest of the country. Condemned: Prosecutors said the women's 'erotic and sexual twerk dance' was disrespectful to those who fought in the Second World War . Increased sensitivity: The women's sentences come as Russia prepares to mark the 70th anniversary of the Second World War victory . A committee is currently investigating whether the hip-thrusting performance amounts to negligence or even 'debauched action' - punishable by a range of sanctions from community service to three years behind bars. In 2012, members of the Russian punk band Pussy Riot were jailed after performing a protest song in Moscow's main cathedral - also on charges of hooliganism. Nadezhda Tolokonnikova and Maria Alyokhina were not released until the end of 2013 after their act was seen as 'hooliganism motivated by religious hatred'. Historical site: The dancers performed at the Malaya Zemlya memorial, completed in 1982 to commemorate a battle to free Novorossiysk from German occupation in 1943 . Recent controversy: Just weeks ago, Russian officials closed down a dance school in Orenburg after students posted this twerking video to YouTube .",644,10.9
