paths,target
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated1-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated1-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated1-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated1-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/10.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/12.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated3-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/14.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated1-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated2-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated2.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated3-rotated1.jpg,no fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated2-rotated2-rotated1.jpg,no fracture
